 ****  Molecular Integrals For CheMPS Start Here 
 Symmetry Label = ci 
 Nirreps = 2 
 Nuclear Repulsion Energy = 125.7780076248893124 
 Number Of Molecular Orbitals = 8 
 Irreps Of Molecular Orbitals = 
 0 1 0 1 0 1 0 1 0 1 0 1 0 1 
 ...
 ...
 ****  MO OEI
 1 3 7 1 0.0666470269
 1 3 1 7 0.0666470269
 7 1 3 3 0.0277312493
 1 7 3 3 0.0277312493
 7 1 3 3 0.0277312493
 1 7 3 3 0.0277312493
 3 3 7 1 0.0277312493
 3 3 1 7 0.0277312493
 3 3 7 1 0.0277312493
 3 3 1 7 0.0277312493
 7 1 4 0 -0.1572658202
 1 7 4 0 -0.1572658202
 7 1 0 4 -0.1572658202
 1 7 0 4 -0.1572658202
 4 0 7 1 -0.1572658202
 4 0 1 7 -0.1572658202
 0 4 7 1 -0.1572658202
 0 4 1 7 -0.1572658202
 7 1 4 2 0.2307669598
 1 7 4 2 0.2307669598
 7 1 2 4 0.2307669598
 1 7 2 4 0.2307669598
 4 2 7 1 0.2307669598
 4 2 1 7 0.2307669598
 2 4 7 1 0.2307669598
 2 4 1 7 0.2307669598
 7 1 4 4 0.0277312493
 1 7 4 4 0.0277312493
 7 1 4 4 0.0277312493
 1 7 4 4 0.0277312493
 4 4 7 1 0.0277312493
 4 4 1 7 0.0277312493
 4 4 7 1 0.0277312493
 4 4 1 7 0.0277312493
 7 1 5 1 -0.1078899309
 1 7 5 1 -0.1078899309
 7 1 1 5 -0.1078899309
 1 7 1 5 -0.1078899309
 5 1 7 1 -0.1078899309
 5 1 1 7 -0.1078899309
 1 5 7 1 -0.1078899309
 1 5 1 7 -0.1078899309
 7 1 5 3 0.2307669598
 1 7 5 3 0.2307669598
 7 1 3 5 0.2307669598
 1 7 3 5 0.2307669598
 5 3 7 1 0.2307669598
 5 3 1 7 0.2307669598
 3 5 7 1 0.2307669598
 3 5 1 7 0.2307669598
 7 1 5 5 -0.1350709136
 1 7 5 5 -0.1350709136
 7 1 5 5 -0.1350709136
 1 7 5 5 -0.1350709136
 5 5 7 1 -0.1350709136
 5 5 1 7 -0.1350709136
 5 5 7 1 -0.1350709136
 5 5 1 7 -0.1350709136
 7 1 6 0 -0.2644313696
 1 7 6 0 -0.2644313696
 7 1 0 6 -0.2644313696
 1 7 0 6 -0.2644313696
 6 0 7 1 -0.2644313696
 6 0 1 7 -0.2644313696
 0 6 7 1 -0.2644313696
 0 6 1 7 -0.2644313696
 7 1 6 2 -0.1078899309
 1 7 6 2 -0.1078899309
 7 1 2 6 -0.1078899309
 1 7 2 6 -0.1078899309
 6 2 7 1 -0.1078899309
 6 2 1 7 -0.1078899309
 2 6 7 1 -0.1078899309
 2 6 1 7 -0.1078899309
 7 1 6 4 0.0666470269
 1 7 6 4 0.0666470269
 7 1 4 6 0.0666470269
 1 7 4 6 0.0666470269
 6 4 7 1 0.0666470269
 6 4 1 7 0.0666470269
 4 6 7 1 0.0666470269
 4 6 1 7 0.0666470269
 7 1 6 6 -0.0490486405
 1 7 6 6 -0.0490486405
 7 1 6 6 -0.0490486405
 1 7 6 6 -0.0490486405
 6 6 7 1 -0.0490486405
 6 6 1 7 -0.0490486405
 6 6 7 1 -0.0490486405
 6 6 1 7 -0.0490486405
 7 1 7 1 0.2644313696
 1 7 7 1 0.2644313696
 7 1 1 7 0.2644313696
 1 7 1 7 0.2644313696
 7 2 1 0 -0.1263749704
 2 7 1 0 -0.1263749704
 7 2 0 1 -0.1263749704
 2 7 0 1 -0.1263749704
 1 0 7 2 -0.1263749704
 1 0 2 7 -0.1263749704
 0 1 7 2 -0.1263749704
 0 1 2 7 -0.1263749704
 7 2 2 1 -0.1830765583
 2 7 2 1 -0.1830765583
 7 2 1 2 -0.1830765583
 2 7 1 2 -0.1830765583
 2 1 7 2 -0.1830765583
 2 1 2 7 -0.1830765583
 1 2 7 2 -0.1830765583
 1 2 2 7 -0.1830765583
 7 2 3 0 0.0901557745
 2 7 3 0 0.0901557745
 7 2 0 3 0.0901557745
 2 7 0 3 0.0901557745
 3 0 7 2 0.0901557745
 3 0 2 7 0.0901557745
 0 3 7 2 0.0901557745
 0 3 2 7 0.0901557745
 7 2 3 2 -0.0325622504
 2 7 3 2 -0.0325622504
 7 2 2 3 -0.0325622504
 2 7 2 3 -0.0325622504
 3 2 7 2 -0.0325622504
 3 2 2 7 -0.0325622504
 2 3 7 2 -0.0325622504
 2 3 2 7 -0.0325622504
 7 2 4 1 0.2527960605
 2 7 4 1 0.2527960605
 7 2 1 4 0.2527960605
 2 7 1 4 0.2527960605
 4 1 7 2 0.2527960605
 4 1 2 7 0.2527960605
 1 4 7 2 0.2527960605
 1 4 2 7 0.2527960605
 7 2 4 3 0.1046215150
 2 7 4 3 0.1046215150
 7 2 3 4 0.1046215150
 2 7 3 4 0.1046215150
 4 3 7 2 0.1046215150
 4 3 2 7 0.1046215150
 3 4 7 2 0.1046215150
 3 4 2 7 0.1046215150
 7 2 5 0 -0.2870181222
 2 7 5 0 -0.2870181222
 7 2 0 5 -0.2870181222
 2 7 0 5 -0.2870181222
 5 0 7 2 -0.2870181222
 5 0 2 7 -0.2870181222
 0 5 7 2 -0.2870181222
 0 5 2 7 -0.2870181222
 7 2 5 2 -0.1203571336
 2 7 5 2 -0.1203571336
 7 2 2 5 -0.1203571336
 2 7 2 5 -0.1203571336
 5 2 7 2 -0.1203571336
 5 2 2 7 -0.1203571336
 2 5 7 2 -0.1203571336
 2 5 2 7 -0.1203571336
 7 2 5 4 -0.0325622504
 2 7 5 4 -0.0325622504
 7 2 4 5 -0.0325622504
 2 7 4 5 -0.0325622504
 5 4 7 2 -0.0325622504
 5 4 2 7 -0.0325622504
 4 5 7 2 -0.0325622504
 4 5 2 7 -0.0325622504
 7 2 6 1 -0.1558998170
 2 7 6 1 -0.1558998170
 7 2 1 6 -0.1558998170
 2 7 1 6 -0.1558998170
 6 1 7 2 -0.1558998170
 6 1 2 7 -0.1558998170
 1 6 7 2 -0.1558998170
 1 6 2 7 -0.1558998170
 7 2 6 3 0.2527960605
 2 7 6 3 0.2527960605
 7 2 3 6 0.2527960605
 2 7 3 6 0.2527960605
 6 3 7 2 0.2527960605
 6 3 2 7 0.2527960605
 3 6 7 2 0.2527960605
 3 6 2 7 0.2527960605
 7 2 6 5 -0.1830765583
 2 7 6 5 -0.1830765583
 7 2 5 6 -0.1830765583
 2 7 5 6 -0.1830765583
 6 5 7 2 -0.1830765583
 6 5 2 7 -0.1830765583
 5 6 7 2 -0.1830765583
 5 6 2 7 -0.1830765583
 7 2 7 0 -0.1338816046
 2 7 7 0 -0.1338816046
 7 2 0 7 -0.1338816046
 2 7 0 7 -0.1338816046
 7 0 7 2 -0.1338816046
 7 0 2 7 -0.1338816046
 0 7 7 2 -0.1338816046
 0 7 2 7 -0.1338816046
 7 2 7 2 0.2870181222
 2 7 7 2 0.2870181222
 7 2 2 7 0.2870181222
 2 7 2 7 0.2870181222
 7 3 0 0 -0.0330502600
 3 7 0 0 -0.0330502600
 7 3 0 0 -0.0330502600
 3 7 0 0 -0.0330502600
 0 0 7 3 -0.0330502600
 0 0 3 7 -0.0330502600
 0 0 7 3 -0.0330502600
 0 0 3 7 -0.0330502600
 7 3 1 1 0.2758521191
 3 7 1 1 0.2758521191
 7 3 1 1 0.2758521191
 3 7 1 1 0.2758521191
 1 1 7 3 0.2758521191
 1 1 3 7 0.2758521191
 1 1 7 3 0.2758521191
 1 1 3 7 0.2758521191
 7 3 2 0 0.2845016869
 3 7 2 0 0.2845016869
 7 3 0 2 0.2845016869
 3 7 0 2 0.2845016869
 2 0 7 3 0.2845016869
 2 0 3 7 0.2845016869
 0 2 7 3 0.2845016869
 0 2 3 7 0.2845016869
 7 3 2 2 -0.0501282155
 3 7 2 2 -0.0501282155
 7 3 2 2 -0.0501282155
 3 7 2 2 -0.0501282155
 2 2 7 3 -0.0501282155
 2 2 3 7 -0.0501282155
 2 2 7 3 -0.0501282155
 2 2 3 7 -0.0501282155
 7 3 3 1 0.0152703643
 3 7 3 1 0.0152703643
 7 3 1 3 0.0152703643
 3 7 1 3 0.0152703643
 3 1 7 3 0.0152703643
 3 1 3 7 0.0152703643
 1 3 7 3 0.0152703643
 1 3 3 7 0.0152703643
 7 3 3 3 0.0290642329
 3 7 3 3 0.0290642329
 7 3 3 3 0.0290642329
 3 7 3 3 0.0290642329
 3 3 7 3 0.0290642329
 3 3 3 7 0.0290642329
 3 3 7 3 0.0290642329
 3 3 3 7 0.0290642329
 7 3 4 0 -0.5142199914
 3 7 4 0 -0.5142199914
 7 3 0 4 -0.5142199914
 3 7 0 4 -0.5142199914
 4 0 7 3 -0.5142199914
 4 0 3 7 -0.5142199914
 0 4 7 3 -0.5142199914
 0 4 3 7 -0.5142199914
 7 3 4 2 0.1311563884
 3 7 4 2 0.1311563884
 7 3 2 4 0.1311563884
 3 7 2 4 0.1311563884
 4 2 7 3 0.1311563884
 4 2 3 7 0.1311563884
 2 4 7 3 0.1311563884
 2 4 3 7 0.1311563884
 7 3 4 4 0.0290642329
 3 7 4 4 0.0290642329
 7 3 4 4 0.0290642329
 3 7 4 4 0.0290642329
 4 4 7 3 0.0290642329
 4 4 3 7 0.0290642329
 4 4 7 3 0.0290642329
 4 4 3 7 0.0290642329
 7 3 5 1 0.3443853878
 3 7 5 1 0.3443853878
 7 3 1 5 0.3443853878
 3 7 1 5 0.3443853878
 5 1 7 3 0.3443853878
 5 1 3 7 0.3443853878
 1 5 7 3 0.3443853878
 1 5 3 7 0.3443853878
 7 3 5 3 0.1311563884
 3 7 5 3 0.1311563884
 7 3 3 5 0.1311563884
 3 7 3 5 0.1311563884
 5 3 7 3 0.1311563884
 5 3 3 7 0.1311563884
 3 5 7 3 0.1311563884
 3 5 3 7 0.1311563884
 7 3 5 5 -0.0501282155
 3 7 5 5 -0.0501282155
 7 3 5 5 -0.0501282155
 3 7 5 5 -0.0501282155
 5 5 7 3 -0.0501282155
 5 5 3 7 -0.0501282155
 5 5 7 3 -0.0501282155
 5 5 3 7 -0.0501282155
 7 3 6 0 -0.1572658202
 3 7 6 0 -0.1572658202
 7 3 0 6 -0.1572658202
 3 7 0 6 -0.1572658202
 6 0 7 3 -0.1572658202
 6 0 3 7 -0.1572658202
 0 6 7 3 -0.1572658202
 0 6 3 7 -0.1572658202
 7 3 6 2 0.3443853878
 3 7 6 2 0.3443853878
 7 3 2 6 0.3443853878
 3 7 2 6 0.3443853878
 6 2 7 3 0.3443853878
 6 2 3 7 0.3443853878
 2 6 7 3 0.3443853878
 2 6 3 7 0.3443853878
 7 3 6 4 0.0152703643
 3 7 6 4 0.0152703643
 7 3 4 6 0.0152703643
 3 7 4 6 0.0152703643
 6 4 7 3 0.0152703643
 6 4 3 7 0.0152703643
 4 6 7 3 0.0152703643
 4 6 3 7 0.0152703643
 7 3 6 6 0.2758521191
 3 7 6 6 0.2758521191
 7 3 6 6 0.2758521191
 3 7 6 6 0.2758521191
 6 6 7 3 0.2758521191
 6 6 3 7 0.2758521191
 6 6 7 3 0.2758521191
 6 6 3 7 0.2758521191
 7 3 7 1 0.1572658202
 3 7 7 1 0.1572658202
 7 3 1 7 0.1572658202
 3 7 1 7 0.1572658202
 7 1 7 3 0.1572658202
 7 1 3 7 0.1572658202
 1 7 7 3 0.1572658202
 1 7 3 7 0.1572658202
 7 3 7 3 0.5142199914
 3 7 7 3 0.5142199914
 7 3 3 7 0.5142199914
 3 7 3 7 0.5142199914
 7 4 1 0 -0.5098498776
 4 7 1 0 -0.5098498776
 7 4 0 1 -0.5098498776
 4 7 0 1 -0.5098498776
 1 0 7 4 -0.5098498776
 1 0 4 7 -0.5098498776
 0 1 7 4 -0.5098498776
 0 1 4 7 -0.5098498776
 7 4 2 1 0.2914967443
 4 7 2 1 0.2914967443
 7 4 1 2 0.2914967443
 4 7 1 2 0.2914967443
 2 1 7 4 0.2914967443
 2 1 4 7 0.2914967443
 1 2 7 4 0.2914967443
 1 2 4 7 0.2914967443
 7 4 3 0 -0.7767170626
 4 7 3 0 -0.7767170626
 7 4 0 3 -0.7767170626
 4 7 0 3 -0.7767170626
 3 0 7 4 -0.7767170626
 3 0 4 7 -0.7767170626
 0 3 7 4 -0.7767170626
 0 3 4 7 -0.7767170626
 7 4 3 2 0.2395303142
 4 7 3 2 0.2395303142
 7 4 2 3 0.2395303142
 4 7 2 3 0.2395303142
 3 2 7 4 0.2395303142
 3 2 4 7 0.2395303142
 2 3 7 4 0.2395303142
 2 3 4 7 0.2395303142
 7 4 4 1 0.3900399406
 4 7 4 1 0.3900399406
 7 4 1 4 0.3900399406
 4 7 1 4 0.3900399406
 4 1 7 4 0.3900399406
 4 1 4 7 0.3900399406
 1 4 7 4 0.3900399406
 1 4 4 7 0.3900399406
 7 4 4 3 0.1001930408
 4 7 4 3 0.1001930408
 7 4 3 4 0.1001930408
 4 7 3 4 0.1001930408
 4 3 7 4 0.1001930408
 4 3 4 7 0.1001930408
 3 4 7 4 0.1001930408
 3 4 4 7 0.1001930408
 7 4 5 0 0.0901557745
 4 7 5 0 0.0901557745
 7 4 0 5 0.0901557745
 4 7 0 5 0.0901557745
 5 0 7 4 0.0901557745
 5 0 4 7 0.0901557745
 0 5 7 4 0.0901557745
 0 5 4 7 0.0901557745
 7 4 5 2 -0.3855904663
 4 7 5 2 -0.3855904663
 7 4 2 5 -0.3855904663
 4 7 2 5 -0.3855904663
 5 2 7 4 -0.3855904663
 5 2 4 7 -0.3855904663
 2 5 7 4 -0.3855904663
 2 5 4 7 -0.3855904663
 7 4 5 4 0.2395303142
 4 7 5 4 0.2395303142
 7 4 4 5 0.2395303142
 4 7 4 5 0.2395303142
 5 4 7 4 0.2395303142
 5 4 4 7 0.2395303142
 4 5 7 4 0.2395303142
 4 5 4 7 0.2395303142
 7 4 6 1 0.1324292471
 4 7 6 1 0.1324292471
 7 4 1 6 0.1324292471
 4 7 1 6 0.1324292471
 6 1 7 4 0.1324292471
 6 1 4 7 0.1324292471
 1 6 7 4 0.1324292471
 1 6 4 7 0.1324292471
 7 4 6 3 0.3900399406
 4 7 6 3 0.3900399406
 7 4 3 6 0.3900399406
 4 7 3 6 0.3900399406
 6 3 7 4 0.3900399406
 6 3 4 7 0.3900399406
 3 6 7 4 0.3900399406
 3 6 4 7 0.3900399406
 7 4 6 5 0.2914967443
 4 7 6 5 0.2914967443
 7 4 5 6 0.2914967443
 4 7 5 6 0.2914967443
 6 5 7 4 0.2914967443
 6 5 4 7 0.2914967443
 5 6 7 4 0.2914967443
 5 6 4 7 0.2914967443
 7 4 7 0 -0.0009878325
 4 7 7 0 -0.0009878325
 7 4 0 7 -0.0009878325
 4 7 0 7 -0.0009878325
 7 0 7 4 -0.0009878325
 7 0 4 7 -0.0009878325
 0 7 7 4 -0.0009878325
 0 7 4 7 -0.0009878325
 7 4 7 2 -0.0901557745
 4 7 7 2 -0.0901557745
 7 4 2 7 -0.0901557745
 4 7 2 7 -0.0901557745
 7 2 7 4 -0.0901557745
 7 2 4 7 -0.0901557745
 2 7 7 4 -0.0901557745
 2 7 4 7 -0.0901557745
 7 4 7 4 0.7767170626
 4 7 7 4 0.7767170626
 7 4 4 7 0.7767170626
 4 7 4 7 0.7767170626
 7 5 0 0 0.9308430722
 5 7 0 0 0.9308430722
 7 5 0 0 0.9308430722
 5 7 0 0 0.9308430722
 0 0 7 5 0.9308430722
 0 0 5 7 0.9308430722
 0 0 7 5 0.9308430722
 0 0 5 7 0.9308430722
 7 5 1 1 -0.0763848880
 5 7 1 1 -0.0763848880
 7 5 1 1 -0.0763848880
 5 7 1 1 -0.0763848880
 1 1 7 5 -0.0763848880
 1 1 5 7 -0.0763848880
 1 1 7 5 -0.0763848880
 1 1 5 7 -0.0763848880
 7 5 2 0 -0.9780960703
 5 7 2 0 -0.9780960703
 7 5 0 2 -0.9780960703
 5 7 0 2 -0.9780960703
 2 0 7 5 -0.9780960703
 2 0 5 7 -0.9780960703
 0 2 7 5 -0.9780960703
 0 2 5 7 -0.9780960703
 7 5 2 2 -0.0198738597
 5 7 2 2 -0.0198738597
 7 5 2 2 -0.0198738597
 5 7 2 2 -0.0198738597
 2 2 7 5 -0.0198738597
 2 2 5 7 -0.0198738597
 2 2 7 5 -0.0198738597
 2 2 5 7 -0.0198738597
 7 5 3 1 0.8651588780
 5 7 3 1 0.8651588780
 7 5 1 3 0.8651588780
 5 7 1 3 0.8651588780
 3 1 7 5 0.8651588780
 3 1 5 7 0.8651588780
 1 3 7 5 0.8651588780
 1 3 5 7 0.8651588780
 7 5 3 3 0.5402043445
 5 7 3 3 0.5402043445
 7 5 3 3 0.5402043445
 5 7 3 3 0.5402043445
 3 3 7 5 0.5402043445
 3 3 5 7 0.5402043445
 3 3 7 5 0.5402043445
 3 3 5 7 0.5402043445
 7 5 4 0 0.2845016869
 5 7 4 0 0.2845016869
 7 5 0 4 0.2845016869
 5 7 0 4 0.2845016869
 4 0 7 5 0.2845016869
 4 0 5 7 0.2845016869
 0 4 7 5 0.2845016869
 0 4 5 7 0.2845016869
 7 5 4 2 -0.6148273759
 5 7 4 2 -0.6148273759
 7 5 2 4 -0.6148273759
 5 7 2 4 -0.6148273759
 4 2 7 5 -0.6148273759
 4 2 5 7 -0.6148273759
 2 4 7 5 -0.6148273759
 2 4 5 7 -0.6148273759
 7 5 4 4 0.5402043445
 5 7 4 4 0.5402043445
 7 5 4 4 0.5402043445
 5 7 4 4 0.5402043445
 4 4 7 5 0.5402043445
 4 4 5 7 0.5402043445
 4 4 7 5 0.5402043445
 4 4 5 7 0.5402043445
 7 5 5 1 -0.1257172105
 5 7 5 1 -0.1257172105
 7 5 1 5 -0.1257172105
 5 7 1 5 -0.1257172105
 5 1 7 5 -0.1257172105
 5 1 5 7 -0.1257172105
 1 5 7 5 -0.1257172105
 1 5 5 7 -0.1257172105
 7 5 5 3 -0.6148273759
 5 7 5 3 -0.6148273759
 7 5 3 5 -0.6148273759
 5 7 3 5 -0.6148273759
 5 3 7 5 -0.6148273759
 5 3 5 7 -0.6148273759
 3 5 7 5 -0.6148273759
 3 5 5 7 -0.6148273759
 7 5 5 5 -0.0198738597
 5 7 5 5 -0.0198738597
 7 5 5 5 -0.0198738597
 5 7 5 5 -0.0198738597
 5 5 7 5 -0.0198738597
 5 5 5 7 -0.0198738597
 5 5 7 5 -0.0198738597
 5 5 5 7 -0.0198738597
 7 5 6 0 0.0331863162
 5 7 6 0 0.0331863162
 7 5 0 6 0.0331863162
 5 7 0 6 0.0331863162
 6 0 7 5 0.0331863162
 6 0 5 7 0.0331863162
 0 6 7 5 0.0331863162
 0 6 5 7 0.0331863162
 7 5 6 2 -0.1257172105
 5 7 6 2 -0.1257172105
 7 5 2 6 -0.1257172105
 5 7 2 6 -0.1257172105
 6 2 7 5 -0.1257172105
 6 2 5 7 -0.1257172105
 2 6 7 5 -0.1257172105
 2 6 5 7 -0.1257172105
 7 5 6 4 0.8651588780
 5 7 6 4 0.8651588780
 7 5 4 6 0.8651588780
 5 7 4 6 0.8651588780
 6 4 7 5 0.8651588780
 6 4 5 7 0.8651588780
 4 6 7 5 0.8651588780
 4 6 5 7 0.8651588780
 7 5 6 6 -0.0763848880
 5 7 6 6 -0.0763848880
 7 5 6 6 -0.0763848880
 5 7 6 6 -0.0763848880
 6 6 7 5 -0.0763848880
 6 6 5 7 -0.0763848880
 6 6 7 5 -0.0763848880
 6 6 5 7 -0.0763848880
 7 5 7 1 -0.0331863162
 5 7 7 1 -0.0331863162
 7 5 1 7 -0.0331863162
 5 7 1 7 -0.0331863162
 7 1 7 5 -0.0331863162
 7 1 5 7 -0.0331863162
 1 7 7 5 -0.0331863162
 1 7 5 7 -0.0331863162
 7 5 7 3 -0.2845016869
 5 7 7 3 -0.2845016869
 7 5 3 7 -0.2845016869
 5 7 3 7 -0.2845016869
 7 3 7 5 -0.2845016869
 7 3 5 7 -0.2845016869
 3 7 7 5 -0.2845016869
 3 7 5 7 -0.2845016869
 7 5 7 5 0.9780960703
 5 7 7 5 0.9780960703
 7 5 5 7 0.9780960703
 5 7 5 7 0.9780960703
 7 6 1 0 -1.7102662956
 6 7 1 0 -1.7102662956
 7 6 0 1 -1.7102662956
 6 7 0 1 -1.7102662956
 1 0 7 6 -1.7102662956
 1 0 6 7 -1.7102662956
 0 1 7 6 -1.7102662956
 0 1 6 7 -1.7102662956
 7 6 2 1 -1.1872904552
 6 7 2 1 -1.1872904552
 7 6 1 2 -1.1872904552
 6 7 1 2 -1.1872904552
 2 1 7 6 -1.1872904552
 2 1 6 7 -1.1872904552
 1 2 7 6 -1.1872904552
 1 2 6 7 -1.1872904552
 7 6 3 0 -0.5098498776
 6 7 3 0 -0.5098498776
 7 6 0 3 -0.5098498776
 6 7 0 3 -0.5098498776
 3 0 7 6 -0.5098498776
 3 0 6 7 -0.5098498776
 0 3 7 6 -0.5098498776
 0 3 6 7 -0.5098498776
 7 6 3 2 1.4839958765
 6 7 3 2 1.4839958765
 7 6 2 3 1.4839958765
 6 7 2 3 1.4839958765
 3 2 7 6 1.4839958765
 3 2 6 7 1.4839958765
 2 3 7 6 1.4839958765
 2 3 6 7 1.4839958765
 7 6 4 1 0.4835477532
 6 7 4 1 0.4835477532
 7 6 1 4 0.4835477532
 6 7 1 4 0.4835477532
 4 1 7 6 0.4835477532
 4 1 6 7 0.4835477532
 1 4 7 6 0.4835477532
 1 4 6 7 0.4835477532
 7 6 4 3 0.8647042991
 6 7 4 3 0.8647042991
 7 6 3 4 0.8647042991
 6 7 3 4 0.8647042991
 4 3 7 6 0.8647042991
 4 3 6 7 0.8647042991
 3 4 7 6 0.8647042991
 3 4 6 7 0.8647042991
 7 6 5 0 -0.1263749704
 6 7 5 0 -0.1263749704
 7 6 0 5 -0.1263749704
 6 7 0 5 -0.1263749704
 5 0 7 6 -0.1263749704
 5 0 6 7 -0.1263749704
 0 5 7 6 -0.1263749704
 0 5 6 7 -0.1263749704
 7 6 5 2 -0.2248485382
 6 7 5 2 -0.2248485382
 7 6 2 5 -0.2248485382
 6 7 2 5 -0.2248485382
 5 2 7 6 -0.2248485382
 5 2 6 7 -0.2248485382
 2 5 7 6 -0.2248485382
 2 5 6 7 -0.2248485382
 7 6 5 4 1.4839958765
 6 7 5 4 1.4839958765
 7 6 4 5 1.4839958765
 6 7 4 5 1.4839958765
 5 4 7 6 1.4839958765
 5 4 6 7 1.4839958765
 4 5 7 6 1.4839958765
 4 5 6 7 1.4839958765
 7 6 6 1 0.0035454449
 6 7 6 1 0.0035454449
 7 6 1 6 0.0035454449
 6 7 1 6 0.0035454449
 6 1 7 6 0.0035454449
 6 1 6 7 0.0035454449
 1 6 7 6 0.0035454449
 1 6 6 7 0.0035454449
 7 6 6 3 0.4835477532
 6 7 6 3 0.4835477532
 7 6 3 6 0.4835477532
 6 7 3 6 0.4835477532
 6 3 7 6 0.4835477532
 6 3 6 7 0.4835477532
 3 6 7 6 0.4835477532
 3 6 6 7 0.4835477532
 7 6 6 5 -1.1872904552
 6 7 6 5 -1.1872904552
 7 6 5 6 -1.1872904552
 6 7 5 6 -1.1872904552
 6 5 7 6 -1.1872904552
 6 5 6 7 -1.1872904552
 5 6 7 6 -1.1872904552
 5 6 6 7 -1.1872904552
 7 6 7 0 -0.0469334152
 6 7 7 0 -0.0469334152
 7 6 0 7 -0.0469334152
 6 7 0 7 -0.0469334152
 7 0 7 6 -0.0469334152
 7 0 6 7 -0.0469334152
 0 7 7 6 -0.0469334152
 0 7 6 7 -0.0469334152
 7 6 7 2 0.1263749704
 6 7 7 2 0.1263749704
 7 6 2 7 0.1263749704
 6 7 2 7 0.1263749704
 7 2 7 6 0.1263749704
 7 2 6 7 0.1263749704
 2 7 7 6 0.1263749704
 2 7 6 7 0.1263749704
 7 6 7 4 0.5098498776
 6 7 7 4 0.5098498776
 7 6 4 7 0.5098498776
 6 7 4 7 0.5098498776
 7 4 7 6 0.5098498776
 7 4 6 7 0.5098498776
 4 7 7 6 0.5098498776
 4 7 6 7 0.5098498776
 7 6 7 6 1.7102662956
 6 7 7 6 1.7102662956
 7 6 6 7 1.7102662956
 6 7 6 7 1.7102662956
 7 7 0 0 6.2124965644
 0 0 7 7 6.2124965644
 7 7 1 1 5.2562671101
 1 1 7 7 5.2562671101
 7 7 2 0 -0.9308430722
 7 7 2 0 -0.9308430722
 7 7 0 2 -0.9308430722
 7 7 0 2 -0.9308430722
 2 0 7 7 -0.9308430722
 2 0 7 7 -0.9308430722
 0 2 7 7 -0.9308430722
 0 2 7 7 -0.9308430722
 7 7 2 2 5.1243858702
 2 2 7 7 5.1243858702
 7 7 3 1 0.9671670109
 7 7 3 1 0.9671670109
 7 7 1 3 0.9671670109
 7 7 1 3 0.9671670109
 3 1 7 7 0.9671670109
 3 1 7 7 0.9671670109
 1 3 7 7 0.9671670109
 1 3 7 7 0.9671670109
 7 7 3 3 5.7220971952
 3 3 7 7 5.7220971952
 7 7 4 0 0.0330502600
 7 7 4 0 0.0330502600
 7 7 0 4 0.0330502600
 7 7 0 4 0.0330502600
 4 0 7 7 0.0330502600
 4 0 7 7 0.0330502600
 0 4 7 7 0.0330502600
 0 4 7 7 0.0330502600
 7 7 4 2 -0.7683900975
 7 7 4 2 -0.7683900975
 7 7 2 4 -0.7683900975
 7 7 2 4 -0.7683900975
 4 2 7 7 -0.7683900975
 4 2 7 7 -0.7683900975
 2 4 7 7 -0.7683900975
 2 4 7 7 -0.7683900975
 7 7 4 4 5.7220971952
 4 4 7 7 5.7220971952
 7 7 5 1 0.2008646285
 7 7 5 1 0.2008646285
 7 7 1 5 0.2008646285
 7 7 1 5 0.2008646285
 5 1 7 7 0.2008646285
 5 1 7 7 0.2008646285
 1 5 7 7 0.2008646285
 1 5 7 7 0.2008646285
 7 7 5 3 -0.7683900975
 7 7 5 3 -0.7683900975
 7 7 3 5 -0.7683900975
 7 7 3 5 -0.7683900975
 5 3 7 7 -0.7683900975
 5 3 7 7 -0.7683900975
 3 5 7 7 -0.7683900975
 3 5 7 7 -0.7683900975
 7 7 5 5 5.1243858702
 5 5 7 7 5.1243858702
 7 7 6 0 0.0979467557
 7 7 6 0 0.0979467557
 7 7 0 6 0.0979467557
 7 7 0 6 0.0979467557
 6 0 7 7 0.0979467557
 6 0 7 7 0.0979467557
 0 6 7 7 0.0979467557
 0 6 7 7 0.0979467557
 7 7 6 2 0.2008646285
 7 7 6 2 0.2008646285
 7 7 2 6 0.2008646285
 7 7 2 6 0.2008646285
 6 2 7 7 0.2008646285
 6 2 7 7 0.2008646285
 2 6 7 7 0.2008646285
 2 6 7 7 0.2008646285
 7 7 6 4 0.9671670109
 7 7 6 4 0.9671670109
 7 7 4 6 0.9671670109
 7 7 4 6 0.9671670109
 6 4 7 7 0.9671670109
 6 4 7 7 0.9671670109
 4 6 7 7 0.9671670109
 4 6 7 7 0.9671670109
 7 7 6 6 5.2562671101
 6 6 7 7 5.2562671101
 7 7 7 1 -0.0979467557
 7 7 7 1 -0.0979467557
 7 7 1 7 -0.0979467557
 7 7 1 7 -0.0979467557
 7 1 7 7 -0.0979467557
 7 1 7 7 -0.0979467557
 1 7 7 7 -0.0979467557
 1 7 7 7 -0.0979467557
 7 7 7 3 -0.0330502600
 7 7 7 3 -0.0330502600
 7 7 3 7 -0.0330502600
 7 7 3 7 -0.0330502600
 7 3 7 7 -0.0330502600
 7 3 7 7 -0.0330502600
 3 7 7 7 -0.0330502600
 3 7 7 7 -0.0330502600
 7 7 7 5 0.9308430722
 7 7 7 5 0.9308430722
 7 7 5 7 0.9308430722
 7 7 5 7 0.9308430722
 7 5 7 7 0.9308430722
 7 5 7 7 0.9308430722
 5 7 7 7 0.9308430722
 5 7 7 7 0.9308430722
 7 7 7 7 6.2124965644
